Neighborhood,Neighborhood Location,Venue,Venue Location,Venue Category,Summary
"L'Amoreaux West, Steeles West","(43.799525200000005, -79.3183887)",Rogers Plus,"(43.79891100560725, -79.31827661522881)",Electronics Store,This spot is popular
"L'Amoreaux West, Steeles West","(43.799525200000005, -79.3183887)",A Buck or Two,"(43.798286042580465, -79.31848503806829)",Thrift / Vintage Store,This spot is popular
"L'Amoreaux West, Steeles West","(43.799525200000005, -79.3183887)",Bulk Food Stop,"(43.79905847489438, -79.31845752716555)",Grocery Store,This spot is popular
"L'Amoreaux West, Steeles West","(43.799525200000005, -79.3183887)",Eggsmart,"(43.796375, -79.318681)",Breakfast Spot,This spot is popular
"L'Amoreaux West, Steeles West","(43.799525200000005, -79.3183887)",Ocean Nails Spa,"(43.79529, -79.320101)",Nail Salon,This spot is popular
Hillcrest Village,"(43.8037622, -79.3634517)",Eagle's Nest Golf Club,"(43.805454826002794, -79.36418592243415)",Golf Course,This spot is popular
Hillcrest Village,"(43.8037622, -79.3634517)",AY Jackson Pool,"(43.804515413699576, -79.36613821581467)",Pool,This spot is popular
Hillcrest Village,"(43.8037622, -79.3634517)",Villa Madina,"(43.80168506227364, -79.36393844569061)",Mediterranean Restaurant,This spot is popular
Hillcrest Village,"(43.8037622, -79.3634517)",Duncan Creek Park,"(43.80553928816196, -79.36069456944033)",Dog Run,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",The LEGO Store,"(43.77820727238842, -79.34348299621146)",Toy / Game Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",CF Fairview Mall,"(43.777803453429044, -79.34422617863866)",Shopping Mall,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Michel's Baguette,"(43.77708227220403, -79.34455653003414)",Bakery,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",DAVIDsTEA,"(43.77754451824154, -79.34526267457191)",Tea Room,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Hero Certified Burgers,"(43.7772948385197, -79.34458372068603)",Burger Joint,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Apple Fairview,"(43.7779146, -79.343561)",Electronics Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",SilverCity Fairview Mall Cinemas,"(43.77868093228815, -79.3440850072426)",Movie Theater,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Purdys Chocolatier,"(43.778098701639394, -79.34385251241302)",Candy Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Shoppers Drug Mart,"(43.77887797856986, -79.34469666026429)",Pharmacy,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Moxie's Classic Grill,"(43.777778810576905, -79.34318499889385)",American Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",New York Fries,"(43.77829829945936, -79.34326735202254)",Fast Food Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Aroma Espresso Bar,"(43.777700197902725, -79.34465166972005)",Coffee Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",The Bay,"(43.777830351654046, -79.34304327486974)",Department Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Ten Ren's Tea Time,"(43.777158444629066, -79.34453087278449)",Juice Bar,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Booster Juice,"(43.77742786, -79.3449699)",Smoothie Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",De Berardini's,"(43.77806925637981, -79.34264197549473)",Salon / Barbershop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",H&M,"(43.77754859086118, -79.34560423018411)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",J.Crew,"(43.7779417, -79.3451178)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Zara,"(43.777961241763556, -79.34469070057258)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Starbucks,"(43.778286847314284, -79.34333091159938)",Coffee Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",TD Canada Trust,"(43.777763, -79.345974)",Bank,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Fairview Library Theatre,"(43.779018057023805, -79.34652599431665)",Theater,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Old Navy,"(43.777717, -79.344749)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Fairview Mall Food Garden,"(43.77836930887007, -79.34321606591291)",Food Court,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Thai Express,"(43.77744187801327, -79.3463604095086)",Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Heart Sushi,"(43.777203, -79.343805)",Japanese Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",SEPHORA,"(43.778348, -79.343687)",Cosmetics Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",LCBO,"(43.77895496200283, -79.34504796258686)",Liquor Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",EB Games,"(43.7781866230844, -79.3433096596408)",Video Game Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Hollister Co.,"(43.778088689883695, -79.34370423838938)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Sport Chek,"(43.777760996766865, -79.34315772052062)",Sporting Goods Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",St. Louis Bar and Grill,"(43.777081295346356, -79.3449062809075)",Wings Joint,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Tim Hortons,"(43.77524918178477, -79.34773966670036)",Coffee Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",KFC,"(43.77827218538913, -79.34331697645614)",Fast Food Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Tommy Hilfiger Company Store,"(43.77742747193735, -79.34589327979445)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Z•teca,"(43.777216678163484, -79.3444011179068)",Burrito Place,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Tim Hortons,"(43.77496545188454, -79.34628456830978)",Coffee Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Bourbon St. Grill,"(43.77827649168577, -79.34324149162853)",Fast Food Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",McDonald's,"(43.77825590971608, -79.34329331953681)",Fast Food Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Spring Rolls,"(43.777350695180374, -79.34397727347279)",Asian Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Hot Topic,"(43.777865755496514, -79.34452183849298)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Druxy's Famous Deli,"(43.77878702526164, -79.34444702976553)",Deli / Bodega,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Garage Clothing,"(43.77695171853015, -79.34700906250485)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Showcase,"(43.77877182143177, -79.34431968978073)",Gift Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",SoftMoc,"(43.77749652742556, -79.34515578522264)",Shoe Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Urban Behavior,"(43.77695, -79.346133)",Women's Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",BCBG Max Azria,"(43.77696607091188, -79.34701924857568)",Boutique,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Club Monaco,"(43.77752628420135, -79.34577465099842)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Stitch It Tailors,"(43.77827156611333, -79.34430868847477)",Tailor Shop,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Ardene,"(43.77688620262047, -79.34717998514216)",Women's Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Spring Shoes,"(43.77774966519002, -79.34485875217705)",Shoe Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Gateway Newstand (Fairview),"(43.77837592341407, -79.34480667114258)",Convenience Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Laura,"(43.77783400689491, -79.34397314801785)",Accessories Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Bentley,"(43.77824084141985, -79.34353859382264)",Luggage Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Aéropostale,"(43.77828083022019, -79.34342473513604)",Clothing Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Peoples Jewellers,"(43.7780567, -79.3434308)",Jewelry Store,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Grill It Up,"(43.77826768921672, -79.34330442089535)",Food Court,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Tonyc Salon & Spa,"(43.778299876471415, -79.34318324796638)",Spa,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Don Mills Station Bus Terminal,"(43.77592896385145, -79.3469536135742)",Bus Station,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Don Mills Subway Station Passenger Pickup,"(43.77579613604461, -79.3450072688185)",Bus Station,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Don Mills Subway Station,"(43.775501921683805, -79.3465930223465)",Metro Station,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Fit For Life,"(43.77935234078756, -79.35056822110249)",Fast Food Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Sushi Shop,"(43.778533, -79.342233)",Restaurant,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Oriole Park,"(43.78081676843454, -79.35132725701995)",Baseball Field,This spot is popular
"Fairview, Henry Farm, Oriole","(43.7785175, -79.3465557)",Michel's Baguette,"(43.77432584600824, -79.34668494032192)",Bakery,This spot is popular
Bayview Village,"(43.7869473, -79.385975)",Sun Star Chinese Cuisine 翠景小炒,"(43.78791448422642, -79.38123404311649)",Chinese Restaurant,This spot is popular
Bayview Village,"(43.7869473, -79.385975)",Maxim's Cafe and Patisserie,"(43.78786337669778, -79.38075094208715)",Café,This spot is popular
Bayview Village,"(43.7869473, -79.385975)",TD Canada Trust,"(43.7880740139986, -79.38036672770977)",Bank,This spot is popular
Bayview Village,"(43.7869473, -79.385975)",Kaga Sushi,"(43.78775840092113, -79.38108976991016)",Japanese Restaurant,This spot is popular
"Silver Hills, York Mills","(43.7574902, -79.37471409999998)",Windfields Cafeteria,"(43.755862, -79.370649)",Cafeteria,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Loblaws,"(43.768648243223105, -79.41259737496199)",Grocery Store,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",The Keg,"(43.7665789176648, -79.41213141222555)",Steakhouse,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Starbucks,"(43.7681923488525, -79.41302061080933)",Coffee Shop,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Aroma Espresso Bar,"(43.76944882099181, -79.41308107735675)",Café,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Konjiki Ramen,"(43.76699771023422, -79.41222209328754)",Ramen Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Cineplex Cinemas Empress Walk,"(43.76862539839479, -79.41261307104753)",Movie Theater,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Saryo,"(43.76693, -79.41206)",Café,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Satay Sate,"(43.76669, -79.4121)",Indonesian Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Mel Lastman Square,"(43.76770145783431, -79.41297541544051)",Plaza,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Ajisen Ramen 味千ラーメン,"(43.771444, -79.413139)",Ramen Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Jack Astor's Bar & Grill,"(43.76709662310871, -79.41226301488)",Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Michaels,"(43.76724487394571, -79.41197372883607)",Arts & Crafts Store,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",KINTON RAMEN,"(43.76968375926793, -79.41304877291766)",Ramen Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",PetSmart,"(43.769139, -79.412522)",Pet Store,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Starbucks,"(43.768627, -79.4131)",Coffee Shop,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Wako Sushi + Bar,"(43.77080606720809, -79.41313811956255)",Japanese Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Wendy's,"(43.76846127243853, -79.4123771060805)",Fast Food Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Aburi Room,"(43.769197, -79.414039)",Sushi Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Aura,"(43.766012799364795, -79.41081286441447)",Lounge,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Pho 88 Vietnamese Cuisine,"(43.77045596393368, -79.41306424537943)",Vietnamese Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Symposium Cafe Restaurant & Lounge,"(43.77107544003332, -79.41339624610163)",Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Dairy Queen (Treat),"(43.76701557770687, -79.4120009150447)",Ice Cream Shop,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Best Buy,"(43.76811518063931, -79.4126082683499)",Electronics Store,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Empress Walk,"(43.768540252857974, -79.4126707082784)",Shopping Mall,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Ten Ren's Tea Time 喫茶新饌,"(43.769574852327395, -79.41259669370922)",Bubble Tea Shop,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Boston Pizza,"(43.76966566980136, -79.41305666054794)",Pizza Place,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Dollarama,"(43.76857990194044, -79.41258130650297)",Discount Store,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Subway,"(43.77140090446779, -79.41345717293876)",Sandwich Place,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Shawarma Max,"(43.76601170897119, -79.41084443679077)",Middle Eastern Restaurant,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Subway,"(43.768175813865255, -79.41367417969296)",Sandwich Place,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Freshslice Pizza,"(43.771353408025305, -79.4134865956423)",Pizza Place,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Shoppers Drug Mart,"(43.766007070895164, -79.41081923680855)",Pharmacy,This spot is popular
Willowdale South,"(43.7701199, -79.40849279999998)",Novotel Toronto North York,"(43.76872304736466, -79.41425730725825)",Hotel,This spot is popular
