Area,Latitude,Longitude,Northeast Bound,Southwest Bound,county_radius
"Golden Valley, North Dakota",47.29017090654361,-102.0653705820851,"(47.295725, -102.05477)","(47.284615, -102.0759679)",1012.029567563175
"Grant, North Dakota",46.36474176002796,-101.56578638651304,"(46.7180191, -101.023819)","(46.006767, -102.0966289)",57186.95513262719
"Griggs, North Dakota",47.45702029572718,-98.23226321382099,"(47.672557, -97.96046489999999)","(47.2404529, -98.5003261)",31505.34467295094
"Hettinger, North Dakota",46.0044746277681,-102.63375561711996,"(46.0134009, -102.6217389)","(45.995546, -102.645766)",1360.3710760545084
"Kidder, North Dakota",46.98016924971404,-99.78463165199847,"(47.327472, -99.4462339)","(46.631509, -100.1152561)",46361.60738078287
"LaMoure, North Dakota",46.35774610152513,-98.29588569924414,"(46.3675889, -98.27493489999999)","(46.347896, -98.3168251)",1948.4686239114687
Logan CountyNorth Dakota,46.459270160864634,-99.47900534877587,"(46.632926, -99.03646479999999)","(46.2823899, -99.9175479)",39053.65413519713
"McHenry, North Dakota",47.57734787747027,-98.58833190408461,"(47.5819178, -98.58013629999999)","(47.5727769, -98.5965253)",798.933866730808
"McIntosh, North Dakota",46.11324566002457,-99.4434966111231,"(46.283527, -99.0029369)","(45.93973099999999, -99.8802049)",38926.358922688705
"McKenzie, North Dakota",46.8222915533708,-100.41531299596546,"(46.83647029999999, -100.3940112)","(46.8081056, -100.4365968)",2264.0650662082726
"McLean, North Dakota",47.50913637183541,-101.49334289091176,"(47.848703, -100.5849981)","(47.1566179, -102.385758)",78009.71991387955
"Mercer, North Dakota",47.4584136864295,-100.73728218448235,"(47.5021149, -100.673059)","(47.4146489, -100.801336)",6858.471164598026
"Mountrail, North Dakota",48.15132096902935,-102.38496315753498,"(48.547464, -101.8714759)","(47.7514089, -102.88589)",58214.32628375642
"Nelson, North Dakota",47.93442301885821,-98.20670107592623,"(48.195293, -97.8820398)","(47.672131, -98.52591489999999)",37774.289196465295
"Pembina, North Dakota",48.9665308017202,-97.2476678336587,"(48.974672, -97.2367639)","(48.958388, -97.258566)",1207.0774843665877
Pierce CountyNorth Dakota,48.19724733586396,-99.8893420246755,"(48.54521099999999, -99.492919)","(47.847257, -100.2768219)",48577.031019595786
"Ramsey, North Dakota",48.23111240412971,-98.75067797497083,"(48.544232, -98.2921049)","(47.9149758, -99.20031879999999)",48639.95767889578
"Ransom, North Dakota",46.45767717302614,-97.65920327609454,"(46.630727, -97.2798219)","(46.2822641, -98.03492899999999)",34882.293173137885
"Renville, North Dakota",48.73081103344512,-101.5444843468495,"(48.9996739, -101.0596239)","(48.45842709999999, -102.021717)",46469.904853299944
"Richland, North Dakota",46.28421219732281,-96.92180304184126,"(46.63156300000001, -96.554491)","(45.9351959, -97.280721)",47823.38649361813
"Rolette, North Dakota",48.660823786422206,-99.84172590942315,"(48.668082, -99.830747)","(48.6535638, -99.85269989999999)",1142.590275334376
"Sargent, North Dakota",46.11014942563434,-97.62005255881628,"(46.2826719, -97.22829100000001)","(45.9350719, -98.0081101)",35807.48488506259
"Sheridan, North Dakota",47.58817111007466,-100.35576500333944,"(47.8477739, -100.03267)","(47.327087, -100.673582)",37693.539717060645
"Slope, North Dakota",46.457534139376925,-103.48740070513307,"(46.630201, -102.924375)","(46.279773, -104.0461029)",47314.06876272261
"Stark, North Dakota",46.82267255172727,-102.66643859467032,"(47.01057, -102.0960679)","(46.629565, -103.231758)",48253.0911291872
"Steele, North Dakota",46.856901339359666,-99.91768022623025,"(46.86379789999999, -99.9101621)","(46.85000400000001, -99.925195)",957.3151680468279
"Stutsman, North Dakota",46.98066216711888,-98.9655631297292,"(47.32719789999999, -98.4387029)","(46.629888, -99.4813939)",55503.661336719255
"Towner, North Dakota",48.346538906880035,-100.40694343939934,"(48.355292, -100.3985239)","(48.337785, -100.415358)",1156.189244189656
"Traill, North Dakota",47.45574616565435,-97.15374768737965,"(47.672201, -96.82876379999999)","(47.2377289, -97.4743649)",34310.95104243363
"Walsh, North Dakota",48.371501311070745,-97.71811948244492,"(48.5437728, -97.1122259)","(48.193602, -98.3186739)",48763.70239298335
"Ward, North Dakota",48.33028986498838,-101.61174582332909,"(48.807202, -100.970313)","(47.847555, -102.234274)",71087.28377913382
"Wells, North Dakota",47.58860478219239,-99.67087052332757,"(47.847788, -99.26571)","(47.32693, -100.0697061)",41887.42214567752
"Williams, North Dakota",48.297952709066486,-103.44393136210037,"(48.634165, -102.8280549)","(47.9559498, -104.048074)",58923.855643951385
"Allen, Ohio",40.78234899332068,-84.1397611117292,"(40.920429, -83.87982799999999)","(40.64306879999999, -84.39738)",26749.800649187222
"Belmont, Ohio",40.02821218672185,-81.04174883814699,"(40.0327249, -81.0357229)","(40.023699, -81.0477729)",718.0713550026447
"Butler, Ohio",40.589124208764616,-82.41955429764043,"(40.5957779, -82.4037709)","(40.5824658, -82.43533099999999)",1526.7763114898048
"Clark, Ohio",39.905117614791195,-83.78412201637906,"(40.0401898, -83.5121549)","(39.7686599, -84.053736)",27653.69348771581
"Clermont, Ohio",39.020421008423604,-84.15655866335752,"(39.2707949, -83.9899191)","(38.770399, -84.320088)",31307.289940186776
"Delaware, Ohio",40.28281550868667,-83.07071821935307,"(40.3382011, -83.0126009)","(40.227401, -83.12861)",7888.584355111181
"Fairfield, Ohio",39.334080910121195,-84.55317486358031,"(39.36665600000001, -84.4762751)","(39.3013859, -84.629921)",7550.989457938057
"Fulton, Ohio",40.463941242272135,-82.82721771182965,"(40.4679574, -82.8185994)","(40.4599237, -82.8358338)",856.2349443832425
"Geauga, Ohio",41.531359675269506,-81.19860647605034,"(41.715137, -81.002757)","(41.3473189, -81.3919449)",26134.66219731148
"Greene, Ohio",39.70081969168397,-83.88156653481057,"(39.85045789999999, -83.64661)","(39.5502538, -84.114195)",26100.3372352888
"Hamilton, Ohio",39.39591295936036,-84.5606427056191,"(39.45711, -84.4911438)","(39.334657, -84.629848)",9053.868688493241
"Hocking, Ohio",39.512445928944544,-82.45531991891761,"(39.661704, -82.1591609)","(39.3615659, -82.7485909)",30362.876305069894
"Jefferson, Ohio",41.74091110554452,-80.77011482896621,"(41.7551009, -80.748752)","(41.726715, -80.791457)",2375.1298054696435
"Lawrence, Ohio",38.62668077411243,-82.55369566604375,"(38.8490729, -82.2872699)","(38.4034229, -82.816017)",33853.77783895842
"Licking, Ohio",40.095880023899035,-82.48447867098596,"(40.2769958, -82.182823)","(39.9132601, -82.782495)",32624.889513901908
"Lorain, Ohio",41.445054035414564,-82.19719316145054,"(41.4852239, -82.1020039)","(41.404719, -82.292137)",9118.190076304005
"Lucas, Ohio",40.70384109061693,-82.42234742737668,"(40.7122091, -82.412223)","(40.6954719, -82.43246599999999)",1263.1343446899866
"Madison, Ohio",41.77285545755397,-81.05503829909551,"(41.79696, -81.0349909)","(41.74875189999999, -81.07505110000001)",3153.581595239833
"Mahoning, Ohio",41.0176700618241,-80.80395536570408,"(41.1344749, -80.51881490000001)","(40.8993849, -81.086919)",27248.478179943217
"Miami, Ohio",40.04021033365499,-84.23073723597881,"(40.2000041, -84.0228949)","(39.8798071, -84.4363319)",25074.234033606877
"Montgomery, Ohio",39.24719563068901,-84.34019400668788,"(39.2752209, -84.3075851)","(39.2191568, -84.3727399)",4195.401335265514
"Perry, Ohio",41.76424340110524,-81.14559805753142,"(41.77804, -81.12630589999999)","(41.750442, -81.164872)",2218.3893455287193
"Pickaway, Ohio",39.6408767536973,-83.00066992110838,"(39.812503, -82.731518)","(39.4680619, -83.2667369)",29926.27103463178
"Portage, Ohio",41.32357621882527,-83.64530624627201,"(41.3359669, -83.63052689999999)","(41.311183, -83.660073)",1850.5298062416282
"Richland, Ohio",40.772788294593994,-82.53358726353534,"(40.995638, -82.336895)","(40.549879, -82.727164)",29787.1275263259
"Stark, Ohio",40.81246354060612,-81.37000606771254,"(40.988717, -81.08659600000001)","(40.634988, -81.65004789999999)",30877.055901456497
"Summit, Ohio",41.12864336940126,-81.54122572474957,"(41.351133, -81.391532)","(40.9064959, -81.688491)",27713.233090281254
"Trumbull, Ohio",41.31779024269882,-80.76231926166413,"(41.5016869, -80.5182)","(41.1331919, -81.003356)",28874.8228188982
"Union, Ohio",39.91264821304493,-84.2921537595269,"(39.9367019, -84.2461579)","(39.8885549, -84.33807879999999)",4753.332304883619
"Warren, Ohio",41.24156059230604,-80.81731579657766,"(41.272152, -80.7404749)","(41.210861, -80.8940039)",7281.101520744092
"Wood, Ohio",41.392569059043225,-83.65098742421566,"(41.618938, -83.414577)","(41.165751, -83.883678)",31963.418972295418
"Adams, Ohio",38.82605435796268,-83.48822442603365,"(39.055202, -83.2675501)","(38.5965879, -83.7053179)",31830.257245188972
"Ashland, Ohio",40.867191355567364,-82.30914163172284,"(40.900109, -82.261963)","(40.8342418, -82.3562149)",5401.343162362531
"Ashtabula, Ohio",41.87761591373585,-80.80232967275232,"(41.911646, -80.76738089999999)","(41.843579, -80.8371949)",4764.281580147069
"Athens, Ohio",39.3235548072405,-82.08494865151786,"(39.3607349, -82.02705089999999)","(39.2863199, -82.1427011)",6476.972694030667
"Auglaize, Ohio",40.52103637997327,-84.16963473185845,"(40.6860798, -83.879932)","(40.3545339, -84.456227)",30612.202284901312
"Champaign, Ohio",40.142516207623835,-83.76641953133462,"(40.2734589, -83.4944979)","(40.0101879, -84.036069)",27337.088520617493
"Clinton, Ohio",40.92827854483042,-81.63025725744347,"(40.943399, -81.612545)","(40.91315489999999, -81.6479509)",2246.0355044472403
"Coshocton, Ohio",40.26132784848457,-81.8528127516861,"(40.288533, -81.8111919)","(40.234096, -81.894357)",4653.628787748562
"Crawford, Ohio",40.84999952778061,-82.91944024171583,"(40.996943, -82.7241839)","(40.7025499, -83.1127449)",23168.762608995883
"Defiance, Ohio",41.27961021002379,-84.37777747948721,"(41.31907289999999, -84.3173791)","(41.2400898, -84.438018)",6693.078546717478
"Erie, Ohio",41.49248110487413,-82.64977218647184,"(41.700057, -82.34231489999999)","(41.283555, -82.9529359)",34475.80544463182
"Fayette, Ohio",41.67280269386662,-84.3278501061738,"(41.6831559, -84.31797800000001)","(41.6624489, -84.337715)",1413.5028696512547
"Gallia, Ohio",38.80921559004001,-82.34101613095629,"(39.035079, -82.0954649)","(38.582783, -82.582683)",32896.194896904635
"Hancock, Ohio",40.99369789866642,-83.65210921877157,"(41.168537, -83.42031899999999)","(40.818134, -83.8811559)",27502.664422793667
"Hardin, Ohio",40.6623887387561,-83.64908572735811,"(40.819919, -83.415303)","(40.504019, -83.8804079)",26380.5277773203
"Henry, Ohio",41.32711638425036,-84.11277157224639,"(41.487578, -83.8811341)","(41.165862, -84.341926)",26319.70244379049
"Highland, Ohio",39.344096612362435,-83.60046102660652,"(39.3471148, -83.595118)","(39.34107789999999, -83.605803)",569.5812048658137
"Jackson, Ohio",39.036617645024684,-82.65099775393908,"(39.066904, -82.594949)","(39.0062729, -82.706935)",5902.927388780604
"Knox, Ohio",40.40678148086159,-82.46649398622617,"(40.5731119, -82.17906909999999)","(40.2390709, -82.7507469)",30576.768009776257
"Logan, Ohio",39.53568390978028,-82.41109002055614,"(39.560862, -82.3605401)","(39.5104579, -82.461557)",5166.534466776101
"Marion, Ohio",40.60193686517555,-83.1279328552983,"(40.645097, -83.0864431)","(40.55876689999999, -83.1692959)",5940.931804694093
"Meigs, Ohio",39.04043962350219,-82.03463014475061,"(39.205494, -81.742153)","(38.873869, -82.3238939)",31232.487734274484
"Mercer, Ohio",40.54015216011652,-84.61916874783708,"(40.728306, -84.43163179999999)","(40.3517209, -84.804239)",26234.775483052366
"Monroe, Ohio",39.44400558074129,-84.36446406870036,"(39.478219, -84.29236809999999)","(39.40969, -84.436405)",7275.077066704846
"Morgan, Ohio",39.61055178067693,-81.83452406097453,"(39.7709599, -81.5861319)","(39.4491719, -82.0802239)",27769.76918650929
"Muskingum, Ohio",39.96172091654918,-81.96445762388032,"(40.166882, -81.691104)","(39.755572, -82.2339738)",32600.57121756446
"Noble, Ohio",39.76880207776677,-81.46724300318542,"(39.9536329, -81.23405)","(39.583318, -81.6974608)",28623.39738205803
"Ottawa, Ohio",41.01917952365067,-84.03176452805178,"(41.043343, -83.9999019)","(40.995002, -84.063575)",3792.1893166996238
"Pike, Ohio",39.073741044672815,-83.08693615938665,"(39.197585, -82.7858909)","(38.9480729, -83.385637)",29436.69619114777
"Preble, Ohio",39.742648759321426,-84.64802832223488,"(39.9184908, -84.478797)","(39.5665999, -84.815164)",24311.677274923488
"Ross, Ohio",39.313463921986596,-84.65919097993611,"(39.322156, -84.6309201)","(39.304755, -84.6874479)",2622.0486314845107
"Scioto, Ohio",38.79403394716498,-82.96277673617833,"(39.0157909, -82.65003879999999)","(38.5707669, -83.27081679999999)",36632.64944519525
"Shelby, Ohio",40.88690062444633,-82.65975392223773,"(40.917845, -82.6295449)","(40.855951, -82.6898969)",4276.457562901431
"Van Wert, Ohio",40.864855755530584,-84.59065223853774,"(40.8962089, -84.55257809999999)","(40.8334841, -84.6286449)",4735.156029696536
"Vinton, Ohio",38.97777207330703,-82.33821946228535,"(38.98621, -82.3263711)","(38.969332, -82.35006100000001)",1389.773132162911
"Wayne, Ohio",41.300969749321865,-83.47171721282852,"(41.30474290000001, -83.4656189)","(41.297196, -83.477814)",660.6367439255379
"Wyandot, Ohio",40.84043194829971,-83.31470754839603,"(40.9934911, -83.11142079999999)","(40.686816, -83.5158829)",24128.46647561351
"Canadian, Oklahoma",35.17470856333915,-95.64800004199888,"(35.18183399999999, -95.632097)","(35.1675769, -95.66389799999999)",1650.3018966390946
"Cleveland, Oklahoma",36.2966532630539,-96.45763857088696,"(36.3257761, -96.42949)","(36.2675149, -96.4857349)",4102.917023607849
"Comanche, Oklahoma",34.34843048025693,-97.95579814413462,"(34.406115, -97.85992999999999)","(34.290512, -98.051397)",10894.70872460988
"Cotton, Oklahoma",34.285555782767545,-98.40212603976818,"(34.5071439, -98.1389619)","(34.06227, -98.662004)",34493.367357952644
"Creek, Oklahoma",35.90220266703179,-96.32859143061106,"(36.1637469, -96.029456)","(35.6387119, -96.6230279)",39611.147998534725
"Garfield, Oklahoma",36.3802869517029,-97.78436658579025,"(36.5936699, -97.46050500000001)","(36.164462, -98.104575)",37454.45066563738
Grady CountyOklahoma,35.02995726687193,-97.88474708360415,"(35.378433, -97.6679669)","(34.681119, -98.0960181)",43409.39534886301
"Le Flore, Oklahoma",34.89834063392859,-94.97561418023199,"(34.905943, -94.9620822)","(34.8907337, -94.9891409)",1496.9770068998635
"Lincoln, Oklahoma",35.703288305863566,-96.8822781522495,"(35.942344, -96.619181)","(35.462722, -97.1415849)",35620.09232445605
Logan CountyOklahoma,35.94534271317404,-97.40986798151657,"(36.164777, -97.140484)","(35.7242589, -97.6758528)",34379.67736942331
"McClain, Oklahoma",35.097689572831094,-97.30344282577325,"(35.337508, -96.93054409999999)","(34.854473, -97.67169390000001)",43134.26965487867
"Oklahoma, Oklahoma",35.484184818563364,-97.48081867697405,"(35.674752, -97.12472)","(35.2905439, -97.83367489999999)",38592.0013722001
"Okmulgee, Oklahoma",35.60610599890475,-96.03609628321955,"(35.6826679, -95.9262036)","(35.5292567, -96.1455235)",13084.916860528496
"Osage, Oklahoma",36.29495247026212,-96.41913291326242,"(36.3001719, -96.4123779)","(36.289732, -96.4258859)",838.8075853680247
"Pawnee, Oklahoma",36.336964607805875,-96.80010114197009,"(36.355019, -96.78224999999999)","(36.3189038, -96.817932)",2565.4548412285153
"Rogers, Oklahoma",36.337003457180884,-95.57381060325746,"(36.597743, -95.32802790000001)","(36.0751719, -95.81543479999999)",36365.35603726098
"Sequoyah, Oklahoma",36.379715437035,-95.59468838259097,"(36.39448489999999, -95.5565539)","(36.3649119, -95.6327989)",3794.0156669720236
"Tulsa, Oklahoma",36.15270614716592,-95.87913398584013,"(36.336506, -95.6815429)","(35.968097, -96.074478)",27044.205158825185
"Wagoner, Oklahoma",35.96645389079989,-95.38641797878697,"(36.017237, -95.3500449)","(35.9156568, -95.42265909999999)",6519.885368283756
"Adair, Oklahoma",36.43805055193327,-95.24624464634364,"(36.452342, -95.200565)","(36.423711, -95.29190009999999)",4392.315708492458
Alfalfa CountyOklahoma,36.73137321949895,-98.32655359900019,"(36.9988959, -98.10419490000001)","(36.46301589999999, -98.54501990000001)",35700.46635514151
"Atoka, Oklahoma",34.38619037914526,-96.11569615401832,"(34.44112, -96.0667028)","(34.3312129, -96.1645131)",7577.361282307285
"Beaver, Oklahoma",36.81394309293464,-100.52422775023221,"(36.8229951, -100.5124809)","(36.8048879, -100.5359689)",1451.7529597365256
"Beckham, Oklahoma",35.270717458683215,-99.68230322149584,"(35.5091191, -99.36014600000001)","(35.0298009, -100.0004199)",39449.67285050195
"Blaine, Oklahoma",35.858861947000804,-98.42414503558078,"(36.1657718, -98.206783)","(35.55132890000001, -98.6369)",39289.612612676516
"Caddo, Oklahoma",34.129418253122694,-96.26958800658504,"(34.1432329, -96.2552819)","(34.1155989, -96.2838819)",2022.2334365731194
"Carter, Oklahoma",35.21500198703654,-99.50362207942608,"(35.222516, -99.4968739)","(35.20748700000001, -99.5103671)",1035.578555134405
"Cherokee, Oklahoma",36.75368876954358,-98.35456224992197,"(36.7682238, -98.34219480000002)","(36.739151, -98.366918)",1954.7907047637934
"Choctaw, Oklahoma",35.47900569538127,-97.27836566115202,"(35.536661, -97.22091479999999)","(35.4212799, -97.335611)",8251.32588710196
"Coal, Oklahoma",34.593457457913544,-96.3041450701227,"(34.7675899, -96.091796)","(34.41825000000001, -96.514343)",27419.887412687647
"Craig, Oklahoma",36.75510624524946,-95.21456744519004,"(36.999643, -94.99318509999999)","(36.5097581, -95.43237200000002)",33555.959834233545
"Custer, Oklahoma",35.640258748750625,-99.00148370756817,"(35.8128839, -98.623149)","(35.4642251, -99.377068)",39257.669155873795
"Delaware, Oklahoma",36.77883279840627,-95.641995404082,"(36.7860771, -95.636425)","(36.7715881, -95.64756299999999)",945.2748859014547
"Dewey, Oklahoma",36.79442241415675,-95.93002056217517,"(36.8172989, -95.90729999999999)","(36.771536, -95.952708)",3248.9740694572665
"Ellis, Oklahoma",36.21857442617856,-99.69617627812625,"(36.593361, -99.38102200000002)","(35.8419549, -100.003795)",50286.78605174174
"Garvin, Oklahoma",33.9554467331186,-94.9338622555072,"(33.968246, -94.91442099999999)","(33.9426378, -94.95329)",2290.0585545042536
"Grant, Oklahoma",33.9379344291305,-95.51512497058688,"(33.9516798, -95.495273)","(33.924179, -95.534962)",2385.9072704697764
Harmon CountyOklahoma,34.76883050244089,-99.83488549014096,"(35.0303849, -99.666185)","(34.506915, -100.000479)",32858.89654898568
"Harper, Oklahoma",36.79869630306357,-99.6510936002034,"(37.0017061, -99.294839)","(36.592753, -100.0038749)",38938.51446332987
"Haskell, Oklahoma",35.82023981522511,-95.68193059910092,"(35.8420389, -95.664276)","(35.7984359, -95.6995589)",2897.398529605439
"Hughes, Oklahoma",35.029206605327445,-96.23808298707725,"(35.2903089, -95.981144)","(34.7667379, -96.490786)",37244.30968215826
"Jackson, Oklahoma",34.60072162667049,-99.44341053515646,"(34.859556, -99.037094)","(34.337762, -99.844585)",47003.91597621528
"Jefferson, Oklahoma",36.72014085197064,-97.79145109101627,"(36.723832, -97.78594509999999)","(36.716449, -97.796956)",640.0992357485525
"Johnston, Oklahoma",34.31102120905197,-96.67178106770109,"(34.506128, -96.40694700000002)","(34.1141739, -96.933762)",32577.480702757788
"Kay, Oklahoma",36.797894393515186,-97.1079883803989,"(36.99924499999999, -96.749838)","(36.593582, -97.4624948)",38965.389827849154
"Kingfisher, Oklahoma",35.84394819167285,-97.93347990881719,"(35.8748269, -97.916129)","(35.813069, -97.95079)",3767.6089676919732
"Kiowa, Oklahoma",34.72328797240148,-95.90086993319659,"(34.733461, -95.8868359)","(34.7131101, -95.914896)",1710.4907785597545
"Latimer, Oklahoma",34.870569673544246,-95.22252179406733,"(35.0585139, -94.9275358)","(34.680492, -95.5145139)",34066.46536688015
"Love, Oklahoma",33.89545780376505,-97.24920268920519,"(34.071329, -96.934759)","(33.717044, -97.56101300000002)",35002.848454668936
"Major, Oklahoma",36.336178348885916,-98.53378270547371,"(36.506914, -98.10370209999999)","(36.1611781, -98.96092790000002)",43023.27735479625
"Marshall, Oklahoma",36.156189443322205,-97.62609350086845,"(36.164777, -97.621667)","(36.147602, -97.630517)",1032.7856227379095
"Mayes, Oklahoma",36.29298879983059,-95.22431278730268,"(36.510559, -95.0054669)","(36.0745, -95.440118)",31117.100492519265
"McCurtain, Oklahoma",35.14956701863523,-94.96709924983001,"(35.1560739, -94.9500159)","(35.143053, -94.984178)",1715.9163651467445
"McIntosh, Oklahoma",35.34861552815558,-95.66587464920971,"(35.5522408, -95.3445188)","(35.142501, -95.98371800000001)",36898.998455508285
"Murray, Oklahoma",34.4855910935242,-97.09067929983766,"(34.6371259, -96.8271489)","(34.3323059, -97.3522539)",29453.18698847626
"Muskogee, Oklahoma",35.73070171816501,-95.37084273477592,"(35.8225738, -95.276364)","(35.638647, -95.46477279999999)",13299.81150433002
"Noble, Oklahoma",35.13878650068193,-97.3738316533628,"(35.160694, -97.3177778)","(35.116803, -97.42983799999999)",5657.457383047099
"Nowata, Oklahoma",36.70105670751807,-95.63650119949229,"(36.725283, -95.61616599999999)","(36.676824, -95.65680309999999)",3244.7922508679626
"Okfuskee, Oklahoma",35.46574643475005,-96.30446286223301,"(35.639358, -95.98127679999999)","(35.2895989, -96.6248849)",35067.39276842911
"Ottawa, Oklahoma",36.83398525187578,-94.82888280777868,"(36.9995739, -94.61794599999999)","(36.667443, -95.037735)",26286.70161277807
"Payne, Oklahoma",36.09522300473431,-96.98876909548878,"(36.2465811, -96.62102399999999)","(35.9406869, -97.354147)",37132.5658165551
"Pittsburg, Oklahoma",34.71126302345212,-95.84926152016091,"(34.716747, -95.842629)","(34.705778, -95.8558919)",859.7971785942505
"Pontotoc, Oklahoma",34.736119298481455,-96.6711132666234,"(34.9652131, -96.4060069)","(34.5053889, -96.9326349)",35124.732438495004
"Pottawatomie, Oklahoma",35.182094033687946,-96.8854652339346,"(35.464017, -96.6236869)","(34.8988091, -97.1425309)",39305.394921747524
"Pushmataha, Oklahoma",34.421042845790694,-95.36136457032946,"(34.681148, -94.9373871)","(34.1564508, -95.779517)",48444.53743519285
"Roger Mills, Oklahoma",35.718754613567064,-99.68492217029397,"(36.013686, -99.36397989999999)","(35.4214931, -100.000396)",43715.98463418299
"Seminole, Oklahoma",35.236122793676856,-96.62645871093622,"(35.283618, -96.53757999999999)","(35.188433, -96.7151339)",9653.177582025519
"Stephens, Oklahoma",34.48647633541618,-97.85369531857663,"(34.681823, -97.5622959)","(34.289001, -98.1421479)",34414.739928128925
"Texas, Oklahoma",36.752141974336624,-101.49159803656849,"(36.9984229, -100.945372)","(36.4991179, -102.032365)",55928.369191249505
"Tillman, Oklahoma",34.382362237791526,-98.92599142268016,"(34.6380361, -98.609482)","(34.124215, -99.2380598)",40610.0068667101
Washita CountyOklahoma,35.28312923292004,-98.99277228489204,"(35.4656189, -98.6179109)","(35.097237, -99.364666)",39655.50328507759
"Woods, Oklahoma",36.698000850296566,-98.99842413704982,"(37.000177, -98.53339)","(36.3908481, -99.4562031)",53335.70463804265
"Woodward, Oklahoma",36.41960828280794,-99.40763336163323,"(36.447956, -99.353619)","(36.3911919, -99.4615779)",5775.578010618226
"Benton, Oregon",44.50006233978848,-123.44673901441696,"(44.721296, -123.0731321)","(44.276564, -123.8169339)",38560.132218801235
"Clackamas, Oregon",45.40920277485948,-122.55101355320906,"(45.42630490000001, -122.5241769)","(45.3920889, -122.57783)",2833.029287258692
"Deschutes, Oregon",44.010378275829815,-120.95632965742497,"(44.393437, -119.8963651)","(43.6102319, -122.0026749)",95207.48689978496
"Jackson, Oregon",42.501923988721785,-122.76243737373726,"(42.9968971, -122.281836)","(42.002634, -123.231629)",67638.43517619166
"Lane, Oregon",43.87514611944402,-123.00683070759675,"(44.290548, -121.76735)","(43.437142, -124.2302311)",110033.8931607324
"Marion, Oregon",44.74856868183263,-122.9257084544654,"(44.75794, -122.9071061)","(44.73919189999999, -122.944304)",1804.0742807825748
"Multnomah, Oregon",45.58269107064614,-122.375915509533,"(45.728573, -121.8202881)","(45.432541, -122.929222)",46347.951100160404
"Polk, Oregon",44.898754576934834,-123.3829117131529,"(45.0761989, -123.037307)","(44.7194409, -123.726087)",33676.19584180027
"Washington, Oregon",45.54972876271181,-123.11664232021216,"(45.780105, -122.7433941)","(45.3171279, -123.4861419)",38784.89746551417
"Yamhill, Oregon",45.341126315904965,-123.18559339406647,"(45.3493813, -123.1761402)","(45.3328698, -123.1950428)",1179.2448480417654
"Baker, Oregon",44.77462364341305,-117.83174371850465,"(44.7969079, -117.8040669)","(44.7523259, -117.85939)",3306.1508346638766
"Crook, Oregon",44.135192756046344,-120.38840065405711,"(44.5639539, -119.654887)","(43.69748389999999, -121.1086389)",75575.54021983982
"Douglas, Oregon",43.333251864502564,-123.14576183168991,"(43.9451309, -121.973841)","(42.69924899999999, -124.290327)",116902.08664664307
"Hood River, Oregon",45.709720582583635,-121.53091642743506,"(45.726541, -121.495723)","(45.692881, -121.566086)",3317.382282939277
"Jefferson, Oregon",44.717553683562365,-123.00569488855467,"(44.7275239, -122.996318)","(44.7075819, -123.015067)",1333.9667350691666
"Lincoln, Oregon",44.66076005819354,-123.89509683869728,"(45.0451969, -123.5963581)","(44.274761, -124.187674)",48814.15039666991
"Morrow, Oregon",45.46109647933585,-119.58151284746675,"(45.9254559, -119.1453689)","(44.993525, -120.0067401)",61788.00433571312
"Tillamook, Oregon",45.46270209825271,-123.82991089055395,"(45.477868, -123.8006089)","(45.4475229, -123.859195)",2844.8091484246306
"Umatilla, Oregon",45.90350587746616,-119.29839601038087,"(45.929286, -119.227729)","(45.877651, -119.3689961)",6187.518631061806
"Union, Oregon",45.20966930515256,-117.86822672197528,"(45.2242649, -117.8500941)","(45.195068, -117.8863461)",2158.6868812907846
"Wasco, Oregon",45.591726984514345,-120.69639979089081,"(45.5987218, -120.6848699)","(45.58473, -120.7079261)",1189.035780041853
"Adams, Pennsylvania",39.89530194593517,-77.21458546955921,"(40.0699449, -76.95493189999999)","(39.71981290000001, -77.471085)",29460.251014217614
"Allegheny, Pennsylvania",40.43517527066817,-80.02760077717797,"(40.67453, -79.688761)","(40.1943428, -80.36087289999999)",39116.4794547736
"Beaver, Pennsylvania",40.69286666587288,-80.30830932694192,"(40.702265, -80.2932241)","(40.6834649, -80.3233849)",1647.670963492699
"Berks, Pennsylvania",40.40876294848322,-75.98918957160836,"(40.67727, -75.529623)","(40.1373759, -76.440181)",49037.42709233218
"Blair, Pennsylvania",40.493731531096394,-78.37052269979242,"(40.743665, -78.116208)","(40.243576, -78.6203829)",35119.6638940914
"Bucks, Pennsylvania",40.32929557250042,-75.10652924701998,"(40.6085799, -74.721519)","(40.048595, -75.48405679999999)",45032.24707241784
"Butler, Pennsylvania",40.86354236738296,-79.89524730379887,"(40.8794569, -79.8756459)","(40.84762389999999, -79.914827)",2419.4577164604393
"Centre, Pennsylvania",40.97537434261931,-77.76613391836912,"(41.2527521, -77.1438039)","(40.69155809999999, -78.376674)",60671.134175248946
"Cumberland, Pennsylvania",40.1374998599608,-77.2457563172967,"(40.3284838, -76.8588671)","(39.944077, -77.6275519)",39163.76830828672
"Erie, Pennsylvania",42.11541930264554,-80.07103411531716,"(42.153531, -80.003376)","(42.077238, -80.13851799999999)",7015.007055790099
"Lancaster, Pennsylvania",40.03998736648131,-76.30040253302195,"(40.0730409, -76.25408399999999)","(40.00691, -76.3466139)",5393.379541779416
"Lycoming, Pennsylvania",41.33551362685838,-77.02881916267863,"(41.596868, -76.447597)","(41.0687079, -77.599605)",56569.64682940281
